ID_GPS;Country;Partyname;Region;Type_Values;Type_Partysize_vote;V4_Scale;V6_Scale;V8_Scale;V10;V11;V12;V13;V14;V15;V16;V17;Elec_year;PartyPerVote;WVS_LR_MedianVoter;OECD;polity2;FH_Regime;GDP;Longevity
436;Ireland;Fine Gael;5;3;3;7,4;4,454545455;2,777777778;4,923076923;7;4,666666667;8,2;3,444444444;5,111111111;1,647058824;4,666666667;2016;25,5;-99;1;10;2;70855,3272;81,5
437;Ireland;Green Party;5;1;1;3,733333333;2,263157895;3,111111111;2,1875;3,555555556;1,333333333;8,076923077;1,833333333;2,4375;1,588235294;2,714285714;2016;2,7;-99;1;10;2;70855,3272;81,5
438;Ireland;Independent Alliance;5;4;2;5;5,7;6;5,6;5,222222222;6,5;5,333333333;4,5;6,75;2,6875;6,090909091;2016;4,2;-99;1;10;2;70855,3272;81,5
439;Ireland;Independents;5;1;3;4,5;4,75;6,714285714;6,333333333;7,352941176;6;2;7;7,4;3,222222222;7,714285714;2016;11,3;-99;1;10;2;70855,3272;81,5
440;Ireland;Labour Party;5;1;2;3,722222222;2,222222222;2,2;2,352941176;2,888888889;3,133333333;7,857142857;1,611111111;2,625;1,6875;2,461538462;2016;6,6;-99;1;10;2;70855,3272;81,5
441;Ireland;Renua Ireland;5;4;1;7,642857143;9,133333333;6,444444444;7,666666667;8,076923077;7,1;2,285714286;8,142857143;7,555555556;3,307692308;5,6;2016;2,2;-99;1;10;2;70855,3272;81,5
442;Ireland;Sinn Fein;5;1;3;2,736842105;3,157894737;5,1;2,692307692;2,117647059;3,222222222;4,428571429;2,411764706;3,071428571;2,538461538;3,666666667;2016;13,8;-99;1;10;2;70855,3272;81,5
443;Ireland;Social Democrats;5;1;2;3,4375;2,315789474;3,6875;2,071428571;2,315789474;2,933333333;7,9;1,470588235;2,466666667;1,25;1,818181818;2016;3;-99;1;10;2;70855,3272;81,5
444;Iran;Executives of Construction Party;3;3;-99;10;3;4;3;10;8;1;7;9;4;10;2016;-99;4,82;0;-7;0;-99;76,5
445;Iran;Front of Islamic Revolution Stability;3;0;-99;-99;9;-99;9;10;-99;-99;-99;-99;-99;-99;2016;-99;4,82;0;-7;0;-99;76,5
446;Iran;Islamic Iran Participation Front;3;3;-99;10;2,5;5;3;10;8;1;4;7;2;-99;2016;-99;4,82;0;-7;0;-99;76,5
447;Iran;United Front of Principalists;3;0;-99;-99;9;-99;9;10;-99;-99;-99;-99;-99;-99;2016;-99;4,82;0;-7;0;-99;76,5
448;Iraq;Fatah Alliance;3;2;1;3;8;8;4;4;3;4;7;-99;8;7;2018;0,1316;6,2;0;6;0;15471,2453;68
449;Iraq;Kurdistan Democratic Party;3;0;1;-99;4;-99;3;2;0;9;0;0;2;4;2018;0,0841;6,2;0;6;0;15471,2453;68
450;Iraq;Marching Towards Reform;3;1;1;3;4;2;-99;4;1;7;2;4;3;-99;2018;0,1438;6,2;0;6;0;15471,2453;68
451;Iraq;Movement for Change;3;1;1;4;4;-99;3;3;1;9;0;0;2;4;2018;0,0208;6,2;0;6;0;15471,2453;68
452;Iraq;National Coalition;3;1;1;3;4;3;4;4;1;4;2;-99;-99;7;2018;0,0601;6,2;0;6;0;15471,2453;68
453;Iraq;National Wisdom Movement;3;2;1;3;8;7;4;-99;2;4;7;-99;8;-99;2018;0,0527;6,2;0;6;0;15471,2453;68
454;Iraq;Patriotic Union of Kurdistan;3;1;1;3;4;-99;3;3;1;9;0;0;2;4;2018;0,0593;6,2;0;6;0;15471,2453;68
455;Iraq;State of Law Coalition;3;2;1;4;8;8;-99;4;3;4;7;-99;8;7;2018;0,0698;6,2;0;6;0;15471,2453;68
456;Iraq;Uniters for Reform Coalition;3;1;1;3;4;7;4;4;2;4;-99;-99;7;7;2018;0,0355;6,2;0;6;0;15471,2453;68
457;Iraq;Victory Alliance;3;2;1;3;8;8;4;4;3;4;7;-99;8;7;2018;0,1092;6,2;0;6;0;15471,2453;68
458;Iceland;Bright Future;5;3;1;5;1,428571429;5,75;1,5;7,5;1,2;9;2,75;0,666666667;0,5;1,25;2017;1,2;5,27;1;-99;2;48605,5771;82,6
459;Iceland;Centre Party ;5;4;3;7,75;7,555555556;7,454545455;8,666666667;7,25;8,5;0,555555556;5,888888889;7,75;5;8,142857143;2017;10,9;5,27;1;-99;2;48605,5771;82,6
460;Iceland;Independence Party;5;4;3;7,818181818;5,6;1,8;6,4;8,666666667;6,714285714;4,8;4;6;2,2;7,625;2017;25,2;5,27;1;-99;2;48605,5771;82,6
461;Iceland;Left-Green Movement;5;1;3;2,384615385;1,5;1,8;3;2,166666667;1;5,6;1,272727273;1,125;2,9;3,375;2017;16,9;5,27;1;-99;2;48605,5771;82,6
462;Iceland;People's Party;5;2;2;2,8;5,333333333;7,909090909;7,714285714;3,363636364;5,8;0,75;5,444444444;6,8;4,25;4,166666667;2017;6,9;5,27;1;-99;2;48605,5771;82,6
463;Iceland;Pirate Party;5;1;2;3,125;0,833333333;6,666666667;1,363636364;3,818181818;2;8,375;1,7;0,571428571;2;1,375;2017;9,2;5,27;1;-99;2;48605,5771;82,6
464;Iceland;Progressive Party;5;3;3;7;4,285714286;3;5,625;4,5;5,142857143;3,111111111;2,375;2,5;2,333333333;7,5;2017;10,7;5,27;1;-99;2;48605,5771;82,6
465;Iceland;Reform Party;5;3;2;7,363636364;2,4;2,181818182;2,5;6,625;3,4;9,454545455;1,888888889;1,428571429;1,333333333;1,333333333;2017;6,7;5,27;1;-99;2;48605,5771;82,6
466;Iceland;Social Democratic Alliance;5;1;3;2,916666667;1,5;1,5;2,272727273;1,75;1,727272727;9,181818182;1,3;0,875;1,727272727;2,625;2017;12,1;5,27;1;-99;2;48605,5771;82,6
467;Israel;Jewish Home;3;4;2;7,5;8,384615385;7,7;9,1;6,8;7,333333333;2,461538462;7,7;9,769230769;7,75;7,727272727;2015;6,7;5,09;1;6;2;33609,0231;82,4
468;Israel;Joint List: Hadash, United Arab List, Balad, Taal;3;1;3;2,272727273;3;3,454545455;3,5;2,636363636;4,333333333;6,818181818;4;0,230769231;3,363636364;3,181818182;2015;10,6;5,09;1;6;2;33609,0231;82,4
469;Israel;Kulanu/All of Us;3;2;2;4,8;5,5;3,5;6;7,5;5,5;3,75;3,6;6,4;3;3,333333333;2015;7,5;5,09;1;6;2;33609,0231;82,4
470;Israel;Likud;3;4;3;8,181818182;7,666666667;9,076923077;8,2;7,375;6;2,384615385;3,75;8,769230769;7,090909091;6,666666667;2015;23,4;5,09;1;6;2;33609,0231;82,4
471;Israel;Meretz;3;1;2;1,846153846;0,384615385;1,545454545;0,8;1,583333333;0,923076923;8,076923077;0,230769231;0,230769231;1,769230769;1,461538462;2015;3,9;5,09;1;6;2;33609,0231;82,4
472;Israel;Shas;3;2;2;2,9;9,083333333;7,6;9,333333333;2,25;7,666666667;2,727272727;9;8,538461538;7,846153846;8,538461538;2015;5,7;5,09;1;6;2;33609,0231;82,4
473;Israel;United Torah Judaism;3;2;2;2,714285714;9,25;6,571428571;9,333333333;2,75;7,666666667;2,666666667;9,5;8,666666667;8;9,461538462;2015;5;5,09;1;6;2;33609,0231;82,4
474;Israel;There is a Future;3;3;2;7,8;2,583333333;3;5,857142857;7,571428571;2,6;5,5;1,538461538;4,583333333;3,090909091;2,9;2015;8,8;5,09;1;6;2;33609,0231;82,4
475;Israel;Israel is our Home;3;3;2;8;3,111111111;7,6;7,375;6,285714286;7,5;2,5;2,714285714;8,75;6,7;7,444444444;2015;5,1;5,09;1;6;2;33609,0231;82,4
476;Israel;Zionist Bloc;3;1;3;3,625;2,6;3,3;3,428571429;5,2;2,714285714;6;1,7;2,625;3,454545455;3;2015;18,7;5,09;1;6;2;33609,0231;82,4
477;Italy;Centre-Left Coalition (Democratic Party, More Europe,Together, Popular Civic, SVP-PATT);5;1;3;3,571428571;2,054054054;2,448275862;2,766666667;3,666666667;2,735294118;8,264705882;1,756756757;2,314285714;1,647058824;3,75;2018;23,5;5,51;1;10;2;35828,4863;82,6
478;Italy;Associative Movement Italians Abroad;5;0;1;-99;5,5;3;5,5;10;4;6,333333333;3;2,6;3;5;2018;0,3;5,51;1;10;2;35828,4863;82,6
479;Italy;Centre-Right Coalition (Lega Nord, Forza Italia, Brothers of Italy, Us with Italy);5;4;3;7,730769231;8,514285714;8,823529412;9,485714286;8,681818182;8,172413793;1,852941176;7,375;9,03125;7,678571429;7,80952381;2018;37;5,51;1;10;2;35828,4863;82,6
480;Italy;Five Star Movement;5;1;3;3,695652174;3,235294118;8,888888889;7,695652174;4,041666667;2,212121212;3,166666667;2,857142857;5,285714286;5,958333333;4,476190476;2018;32,6;5,51;1;10;2;35828,4863;82,6
481;Italy;Free and Equal;5;1;2;2,135135135;1,472222222;2,935483871;1,777777778;2,088235294;2,085714286;7,034482759;1,388888889;1,545454545;1,833333333;2,434782609;2018;3,5;5,51;1;10;2;35828,4863;82,6
482;Italy;South American Union of Italian Emigrants;5;4;1;7,5;7;-99;6;9,892857143;-99;5,333333333;-99;2,666666667;4;-99;2018;0,2;5,51;1;10;2;35828,4863;82,6
483;Jamaica;Jamaica Labour Party;2;4;3;10;8,333333333;1;0;0;5,333333333;9;1,25;0;3,333333333;9;2016;50,1;-99;0;9;2;8275,7695;75,2
484;Jamaica;Marcus Garvey People's Political Party;2;0;1;4;-99;-99;-99;10;-99;-99;-99;0;-99;-99;2016;0;-99;0;9;2;8275,7695;75,2
485;Jamaica;National Democratic Movement;2;0;1;4;-99;-99;-99;10;-99;-99;-99;1;3;-99;2016;0;-99;0;9;2;8275,7695;75,2
486;Jamaica;People's National Party;2;4;3;8,5;5,25;10;4;0;6;10;0,25;4;1;9;2016;49,7;-99;0;9;2;8275,7695;75,2
487;Jordan;Islamic Action Front;3;2;-99;4;8,5;4,5;-99;1;4;2;8;-99;8;-99;2016;-99;5,83;0;-3;1;8410,8561;76,7
488;Jordan;Islamic Centrist Party;3;0;-99;-99;8;1;0;5,5;4;4;-99;-99;-99;-99;2016;-99;5,83;0;-3;1;8410,8561;76,7
489;Jordan;National Union Party;3;0;-99;2;-99;7;-99;2;-99;3;7;-99;7;7;2016;-99;5,83;0;-3;1;8410,8561;76,7
490;Jordan;Stronger Jordan;3;0;-99;1;-99;7;-99;2;-99;3;7;-99;7;7;2016;-99;5,83;0;-3;1;8410,8561;76,7
491;Jordan;The Homeland;3;0;-99;2;-99;7;-99;2;-99;3;7;-99;7;7;2016;-99;5,83;0;-3;1;8410,8561;76,7
492;Japan;Constitutional Democratic Party of Japan;6;1;3;3,583333333;2;4,230769231;2,6;4,444444444;2,666666667;7,272727273;1,733333333;2;2,466666667;2,571428571;2017;19,9;5,75;1;10;2;39293,6916;84,2
493;Japan;Japanese Communist Party;6;1;2;1,642857143;1,833333333;4,642857143;2,875;4,769230769;2,230769231;6,7;2;2,153846154;2,833333333;2,230769231;2017;7,9;5,75;1;10;2;39293,6916;84,2
494;Japan;Komeit?;6;2;3;3,222222222;5,777777778;2,375;5,166666667;3,272727273;3,083333333;6,333333333;2,5;2,3;3,444444444;4,9;2017;12,5;5,75;1;10;2;39293,6916;84,2
495;Japan;Liberal Democratic Party;6;4;3;5,571428571;8,266666667;5,111111111;7,272727273;3,857142857;4,857142857;3,9;5,7;6,2;5,909090909;7,416666667;2017;33,3;5,75;1;10;2;39293,6916;84,2
496;Japan;Nippon Ishin no Kai;6;4;2;7,909090909;8,230769231;8,6;8;7,166666667;4,5;2;6,909090909;7,6;6,142857143;5,666666667;2017;6,1;5,75;1;10;2;39293,6916;84,2
497;Japan;Party of Hope;6;4;3;6,333333333;7,2;3,75;5,75;8,727272727;4;3;3;4;3,2;4,142857143;2017;17,4;5,75;1;10;2;39293,6916;84,2
498;Japan;Social Democratic Party;6;1;1;2;2,5;3,727272727;2,444444444;5,416666667;2,615384615;7,2;1,785714286;2;2,916666667;2,923076923;2017;1,7;5,75;1;10;2;39293,6916;84,2
499;Kazakhstan;Birlik;1;2;1;3;9;-99;-99;10;0;-99;0;7;4;-99;2016;0,3;6,17;0;-6;0;24738,3628;72
500;Kazakhstan;Communist People's Party of Kazakhstan;1;2;2;0;9,5;9;-99;10;1;8;0;0;3;0;2016;7,1;6,17;0;-6;0;24738,3628;72
501;Kazakhstan;Democratic Party of Kazakhstan;1;0;2;10;-99;-99;-99;10;1;9;0;-99;1;1;2016;7,2;6,17;0;-6;0;24738,3628;72
502;Kazakhstan;Kazakhstan Social and Democratic Party 'Auyl';1;2;1;3;9;8;-99;6,5;1;-99;0;7;3;3;2016;2;6,17;0;-6;0;24738,3628;72
503;Kazakhstan;Nationwide Social Democratic Party;1;2;1;4;7;10;-99;10;-99;-99;0;7;2;1;2016;1,2;6,17;0;-6;0;24738,3628;72
504;Kazakhstan;Nur Otan;1;4;3;5;9;-99;-99;10;1;9;0;2,5;5;1;2016;82,2;6,17;0;-6;0;24738,3628;72
505;Kenya;Amani Coalition;4;4;-99;7;8,5;5,5;5,5;7;4;9;6,5;6;7;9,5;2017;-99;-99;-99;-99;-99;3076,8448;67,3
506;Kenya;Chama Cha Uzalendo;4;2;-99;3,5;9;6,333333333;3;9,75;4;10;10;4;3,5;-99;2017;-99;-99;-99;-99;-99;3076,8448;67,3
507;Kenya;Forum for the Restoration of Democracy-People;4;4;-99;6,5;6,666666667;7,75;8;6,571428571;4;9;6;6,5;5,6;9,5;2017;-99;-99;-99;-99;-99;3076,8448;67,3
508;Kenya;Independents;4;0;-99;-99;2;7;-99;10;4;10;10;4;5,666666667;10;2017;-99;-99;-99;-99;-99;3076,8448;67,3
509;Kenya;Kenya African National Union;4;4;-99;7,5;8,4;6,6;8,333333333;7;7,333333333;6,333333333;7,333333333;6,666666667;8;10;2017;-99;-99;-99;-99;-99;3076,8448;67,3
510;Kenya;Orange Democratic Movement;4;4;-99;5;8,333333333;5,666666667;6,25;3,666666667;3,5;8;4,6;4,5;7,25;9;2017;-99;-99;-99;-99;-99;3076,8448;67,3
511;Kenya;Party for Development and Reform;4;2;-99;3;10;7;-99;10;4;10;10;5,5;4;-99;2017;-99;-99;-99;-99;-99;3076,8448;67,3
512;Kenya;Jubilee;4;4;-99;7,333333333;7,285714286;6,666666667;8,4;2,75;5,333333333;5,25;5;6,333333333;7,6;8,6;2017;-99;-99;-99;-99;-99;3076,8448;67,3
513;Kenya;Wiper Democratic Movement - Kenya;4;4;-99;6,25;8,5;4,6;6;6,142857143;3,333333333;8,5;4,25;4,666666667;6,4;7;2017;-99;-99;-99;-99;-99;3076,8448;67,3
514;Kyrgyzstan;Kyrgyzstan Party;1;4;3;5,333333333;7,333333333;7,666666667;-99;9,25;3;2,5;2;5,5;8;9,5;2015;19,6;6,41;0;7;1;3446,9939;71,5
515;Kyrgyzstan;Onuguu-Progress;1;4;3;5,5;8;8;-99;9,25;-99;4;2;1,5;8;9;2015;14,1;6,41;0;7;1;3446,9939;71,5
516;Kyrgyzstan;Respublika - Ata-Zhurt;1;4;3;5,5;7;8,5;8;9;5;1,5;5,5;8;6,333333333;7,5;2015;30,4;6,41;0;7;1;3446,9939;71,5
517;Kyrgyzstan;Social Democratic Party of Kyrgyzstan;1;2;3;4,5;8;7,75;-99;10;7;5,5;4,666666667;4;8;8,666666667;2015;41,4;6,41;0;7;1;3446,9939;71,5
518;Kyrgyzstan;Socialist Party Ata Meken;1;2;3;4,75;7;8;-99;10;3;7;6;7;5,333333333;7,666666667;2015;11,7;6,41;0;7;1;3446,9939;71,5
519;Kyrgyzstan;Stay United;1;4;3;7;8;8;-99;9,25;-99;8;2;1,5;8;9,5;2015;12,9;6,41;0;7;1;3446,9939;71,5
520;Cambodia;Cambodian People's Party;6;4;1;5,166666667;8,166666667;8,833333333;4;3;5,5;2,5;4,25;5,5;9,285714286;8,714285714;2018;0,7678;-99;0;-4;0;3869,4892;69,3
521;Cambodia;League for Democracy Party;6;4;1;7,5;5,333333333;2,6;8;8,857142857;4,5;8,333333333;5;2,5;1,75;4,333333333;2018;0,0486;-99;0;-4;0;3869,4892;69,3
522;Cambodia;National United Front for an Independent, Neutral, Peaceful and Cooperative Cambodia ;6;4;1;5,5;7,8;4,6;4,666666667;8,2;5,5;7,333333333;4,333333333;5;2,75;9,333333333;2018;0,0588;-99;0;-4;0;3869,4892;69,3
523;Republic of Korea;Independents;6;1;2;4;3,5;9;5;8;4;3,5;3;5,5;7;7;2016;7,1;5,64;1;8;2;36776,5193;81,3
524;Republic of Korea;Justice Party;6;1;1;1,4;1,9;5,666666667;3,222222222;2,222222222;3,111111111;3,285714286;2,333333333;2,25;1,875;4,333333333;2016;1,7;5,64;1;8;2;36776,5193;81,3
525;Republic of Korea;Minjoo Party;6;1;3;3,3;2,777777778;5,125;4,25;2,428571429;2,857142857;4,166666667;3,125;3;2,333333333;5,25;2016;37,4;5,64;1;8;2;36776,5193;81,3
526;Republic of Korea;New Frontier Party;6;4;3;7,714285714;8;6,5;7,666666667;8,25;7;5,6;7;7,5;6;7;2016;38,7;5,64;1;8;2;36776,5193;81,3
527;Republic of Korea;People's Party;6;1;3;3;4,333333333;6,6;6;5,666666667;4;4;4;5,666666667;3,4;7;2016;15;5,64;1;8;2;36776,5193;81,3
528;Kuwait;Hadas;3;4;-99;8;9;-99;9;1;-99;4;4;3;7,5;6,5;2016;-99;-99;0;-7;1;64683,73;80
529;Kuwait;Islamic Salafi Alliance;3;4;-99;8;8;7;9;1;-99;3;9;8;8,5;9;2016;-99;-99;0;-7;1;64683,73;80
530;Kuwait;Justice and Peace Alliance;3;2;-99;3,5;7,5;-99;9;0,5;-99;3;9;-99;7,5;10;2016;-99;-99;0;-7;1;64683,73;80
531;Kuwait;Kuwait Democratic Forum;3;1;-99;1,5;4,5;7;1;7;-99;-99;1,5;0;1,5;5;2016;-99;-99;0;-7;1;64683,73;80
532;Kuwait;National Democratic Alliance;3;3;-99;8,5;0,5;1;2;9;-99;7;1,5;1;1,5;5;2016;-99;-99;0;-7;1;64683,73;80
533;Kuwait;National Islamic Alliance;3;4;-99;7;7;8;8;4;-99;-99;7;-99;7;10;2016;-99;-99;0;-7;1;64683,73;80
534;Kuwait;Popular Action Bloc;3;2;-99;1,5;7;8,5;-99;0;-99;4;4;2;-99;7;2016;-99;-99;0;-7;1;64683,73;80
535;Laos;Independents;6;2;-99;4;9;-99;7;10;2;7;2;2,5;2;1;2016;-99;-99;0;-7;0;6601,3323;67,9
536;Laos;Lao People's Revolutionary Party;6;2;-99;3;8,714285714;6;7,6;2,8;5,6;4,5;3,428571429;4,714285714;9;7,666666667;2016;-99;-99;0;-7;0;6601,3323;67,9
537;Lebanon;Amal Movement;3;2;3;4,666666667;7,857142857;6,4;7,166666667;5,4;8,4;2,142857143;6,25;6;9,2;9,75;2018;11,7;6,43;0;6;1;11607,1758;80,5
538;Lebanon;Azm Party;3;3;2;6,666666667;3;2,5;-99;8,857142857;4,666666667;7,5;4,5;2;5,333333333;7;2018;3,1;6,43;0;6;1;11607,1758;80,5
539;Lebanon;Free Patriotic Movement;3;4;3;5,666666667;6,666666667;6,8;9,571428571;5,375;7;1,833333333;4,75;4,6;7,166666667;9,375;2018;17,2;6,43;0;6;1;11607,1758;80,5
540;Lebanon;Hezbollah;3;2;3;3,571428571;9,625;6,8;8,4;5;7,6;1;8,833333333;6,5;8,875;8,625;2018;10,2;6,43;0;6;1;11607,1758;80,5
541;Lebanon;Independents/Others;3;3;3;6;2,571428571;6;2,333333333;5,571428571;2,625;7,625;1,25;3,25;2,375;2,625;2018;18;6,43;0;6;1;11607,1758;80,5
542;Lebanon;Kataeb-Phalangist Party;3;4;2;7,125;5;6,666666667;7,428571429;6,857142857;3,625;7,571428571;2,857142857;3,5;3,714285714;4,571428571;2018;3,1;6,43;0;6;1;11607,1758;80,5
543;Lebanon;Progressive Socialist Party;3;2;2;4,8;6,142857143;5,5;5,333333333;5,8;5,142857143;8;4;2,25;5,857142857;9,166666667;2018;7;6,43;0;6;1;11607,1758;80,5
544;Lebanon;Tadamun Party (Solidarity);3;3;1;5,5;3;1;-99;8,875;5,5;5;5;2;6,5;5,5;2018;2,3;6,43;0;6;1;11607,1758;80,5
545;Lebanon;The Future Movement;3;4;3;7,428571429;6,8;6;7,25;6;6,5;8,6;3,142857143;3,333333333;4,666666667;8,428571429;2018;16,4;6,43;0;6;1;11607,1758;80,5
546;Lebanon;The Lebanese Forces;3;4;3;7,25;5,285714286;7,5;8,333333333;7,5;4;7,875;3;3,375;3,857142857;5,333333333;2018;10,9;6,43;0;6;1;11607,1758;80,5
547;Libya;Justice and Construction Party;3;2;-99;4;10;6,5;-99;10;-99;4;5;9;9,5;-99;2014;-99;5,89;-99;-99;-99;18424,5336;75,5
548;Libya;Libyan National Democratic Party;3;0;-99;-99;8;4;-99;10;-99;-99;4;-99;-99;-99;2014;-99;5,89;-99;-99;-99;18424,5336;75,5
549;Libya;National Centrist Party;3;0;-99;-99;-99;2;-99;10;-99;-99;3;-99;-99;-99;2014;-99;5,89;-99;-99;-99;18424,5336;75,5
550;Libya;National Forces Alliance;3;2;3;0;5;3;-99;10;-99;-99;0;4;1;1;2014;100;5,89;-99;-99;-99;18424,5336;75,5
551;Libya;National Front Party;3;4;-99;8;9;4;-99;10;-99;4;2;-99;9;-99;2014;-99;5,89;-99;-99;-99;18424,5336;75,5
552;Libya;National Party for Development and Welfare;3;0;-99;-99;-99;-99;-99;10;-99;-99;-99;-99;-99;-99;2014;-99;5,89;-99;-99;-99;18424,5336;75,5
553;Libya;The Foundation;3;0;-99;-99;-99;-99;-99;10;-99;-99;-99;-99;-99;-99;2014;-99;5,89;-99;-99;-99;18424,5336;75,5
554;Libya;The Message;3;0;-99;-99;-99;-99;-99;10;-99;-99;-99;-99;-99;-99;2014;-99;5,89;-99;-99;-99;18424,5336;75,5
555;Libya;Union for Homeland;3;0;-99;-99;7;2;-99;10;-99;-99;-99;-99;-99;7;2014;-99;5,89;-99;-99;-99;18424,5336;75,5
556;Libya;Wadi al-Hiya Alliance;3;0;-99;-99;-99;-99;-99;10;-99;-99;-99;-99;-99;-99;2014;-99;5,89;-99;-99;-99;18424,5336;75,5
557;Lesotho;All Basotho Convention;4;2;-99;4;5,666666667;5,166666667;7;4,875;2;7,333333333;3,6;-99;4,6;8,666666667;2017;-99;-99;0;8;1;2856,7004;51,1
558;Lesotho;Alliance of Democrats;4;1;-99;2,666666667;2;3,5;6;5,75;2;7,8;3,333333333;-99;4,5;9,5;2017;-99;-99;0;8;1;2856,7004;51,1
559;Lesotho;Basotho National Party;4;2;-99;4,4;7,666666667;4,5;8;5,142857143;2;4,666666667;4,857142857;-99;8;9;2017;-99;-99;0;8;1;2856,7004;51,1
560;Lesotho;Basutoland Congress Party;4;1;-99;2;3,75;6,6;5,666666667;6,75;3;6;3,666666667;-99;4,333333333;10;2017;-99;-99;0;8;1;2856,7004;51,1
561;Lesotho;Democratic Congress;4;2;-99;4,5;5;7,166666667;5,666666667;5,375;2;8;3,166666667;-99;4,333333333;9,6;2017;-99;-99;0;8;1;2856,7004;51,1
562;Lesotho;Lesotho Congress for Democracy;4;2;-99;4,2;5,6;7,5;5,666666667;5,375;2;6,8;4,2;-99;5,4;9,6;2017;-99;-99;0;8;1;2856,7004;51,1
563;Lesotho;Movement for Economic Change;4;1;-99;4;1;5,714285714;5,25;8,285714286;2;7,4;3,4;-99;4,25;8;2017;-99;-99;0;8;1;2856,7004;51,1
564;Lesotho;National Independent Party;4;2;-99;3,5;9;-99;9;8,875;-99;4;7;-99;5;10;2017;-99;-99;0;8;1;2856,7004;51,1
565;Lesotho;Popular Front for Democracy;4;1;-99;2;3,333333333;6,5;4,333333333;8,285714286;2;9,333333333;3;-99;4,4;8,5;2017;-99;-99;0;8;1;2856,7004;51,1
566;Lesotho;Reformed Congress of Lesotho;4;2;-99;2,666666667;5,5;3,5;5,666666667;6,75;3;6;2,833333333;-99;5,666666667;9,6;2017;-99;-99;0;8;1;2856,7004;51,1
567;Lithuania;Homeland Union – Lithuanian Christian Democrats;1;4;3;7,555555556;8,25;2,166666667;6;5;3,25;5,444444444;3,8;3;1,875;4,8;2016;28,1;5,84;0;10;2;31177,578;75,3
568;Lithuania;Independents;1;1;2;3;4,5;7,2;6,666666667;7,666666667;2;4;6;6;2;4;2016;4,3;5,84;0;10;2;31177,578;75,3
569;Lithuania;Labor Party;1;2;1;3,4;6,5;7,875;7,5;3,333333333;6,75;3,428571429;6,666666667;6;6,333333333;7;2016;2,9;5,84;0;10;2;31177,578;75,3
570;Lithuania;Liberal Movement;1;3;2;8,3;1,142857143;2,125;3,111111111;7,375;2,5;7,666666667;1,75;1,833333333;1,25;4,857142857;2016;8;5,84;0;10;2;31177,578;75,3
571;Lithuania;Lithuanian Center Party;1;2;1;2,833333333;8,5;9;8,875;3,714285714;5,5;1,714285714;7;6,5;7,4;6,25;2016;0,8;5,84;0;10;2;31177,578;75,3
572;Lithuania;Lithuanian List;1;2;1;3,25;7,571428571;8,666666667;8,285714286;6,166666667;4;2,5;7,666666667;6,5;6,4;9;2016;1;5,84;0;10;2;31177,578;75,3
573;Lithuania;Lithuanian Peasant and Greens Union;1;2;3;3,857142857;8;7,666666667;8,5;3,428571429;6;3,5;6,4;5,333333333;6,571428571;7,285714286;2016;35,4;5,84;0;10;2;31177,578;75,3
574;Lithuania;Lithuanian Poles' Electoral Action - Christian Family;1;2;1;3,75;8,888888889;7,142857143;7,857142857;3,888888889;6;2,625;7,2;1,714285714;6,5;6,857142857;2016;1,5;5,84;0;10;2;31177,578;75,3
575;Lithuania;Order and Justice;1;2;2;2,75;8,125;8,25;8,625;3;6;2,125;7,6;7,2;7,333333333;7,166666667;2016;3,3;5,84;0;10;2;31177,578;75,3
576;Lithuania;Social Democratic Party of Lithuania;1;1;3;2,7;3,777777778;2,875;3,833333333;1,428571429;3,285714286;7,125;1,714285714;2,285714286;1,571428571;3,166666667;2016;13;5,84;0;10;2;31177,578;75,3
577;Luxembourg;Alternative Democratic Reform Party;5;4;1;5,5;8;8;8;6,333333333;7;7;3;9,5;0,5;2;2018;0,0828;-99;1;10;2;96792,5996;82,4
578;Luxembourg;Christian Social People's Party;5;4;1;7;7,5;1,333333333;4;4,333333333;3,5;9;2,5;5;3;1;2018;0,2831;-99;1;10;2;96792,5996;82,4
579;Luxembourg;Communist Party of Luxembourg;5;1;1;0,5;4;9;2;4,333333333;7;4;2;4;7;0,5;2018;0,0127;-99;1;10;2;96792,5996;82,4
580;Luxembourg;Democratic Party;5;3;1;7,666666667;2;1,666666667;2,333333333;4,666666667;4;9,333333333;2;3,5;3;1,333333333;2018;0,1691;-99;1;10;2;96792,5996;82,4
581;Luxembourg;Luxembourg Socialist Workers' Party;5;1;1;3,5;2;1,666666667;2;2;3,5;9,333333333;1,5;3,5;3;1;2018;0,176;-99;1;10;2;96792,5996;82,4
582;Luxembourg;Party for Complete Democracy;5;0;1;-99;-99;9;-99;10;3;-99;2;4;2;1;2018;0,0029;-99;1;10;2;96792,5996;82,4
583;Luxembourg;Pirate Party;5;3;1;6;0,5;1,5;4;6;3,5;9;1,5;8;3;2;2018;0,0645;-99;1;10;2;96792,5996;82,4
584;Luxembourg;The Green Alternative;5;0;1;-99;2,333333333;3;2,666666667;3,333333333;1,333333333;9,333333333;3,666666667;0;3;1;2018;0,1512;-99;1;10;2;96792,5996;82,4
585;Luxembourg;The Left;5;1;1;2;2;6;2;1,333333333;1,666666667;8,5;1;4;3,666666667;1,333333333;2018;0,0548;-99;1;10;2;96792,5996;82,4
586;Latvia;For Development/For!;1;3;1;6,666666667;2,444444444;2,5;2,333333333;4,2;2,375;8,571428571;1,666666667;3,25;3,555555556;3,4;2018;0,1204;5,41;0;8;2;26219,3065;75,1
